50,1,34.25
50,1,34.33
50,0,34.63
50,1,34.5057
50,1,34.68
50,0,35.12
50,-1,34.77
50,-1,34.87
50,-1,35.18
50,-1,35.18
50,-1,35.0339
50,-1,33.5917
50,-1,34.7886
50,-1,35.24
50,-1,34.7289
50,1,34.626
50,-1,34.79
50,0,35.2613
50,1,34.209
50,0,34.7322
50,1,34.7857
50,1,35.2376
50,1,34.15
50,-1,35.0291
50,1,34.6026
50,-1,34.9359
50,0,34.7691
50,-1,34.7569
50,0,34.99
50,1,33.3022
50,0,35.2
50,1,33.91
50,0,34.77
50,0,35.09
50,0,34.65
50,-1,35.27
50,0,35.23
50,-1,34.92
50,1,35.1152
50,-3,35.09
50,1,35.07
50,1,34.59
50,1,35.228
50,1,34.45
50,-4,35.06
50,0,35.113
50,1,34.975
50,-4,35.05
50,-2,34.98
50,1,34.96
50,1,34.854
50,1,34.513
50,-4,35.09
50,1,34.291
50,-2,34.95
50,1,34.837
50,1,34.74
50,1,34.668
50,0,35.248
50,1,34.281
50,0,35.278
50,-10,35.4623
50,-8,35.2295
50,1,34.28
50,1,34.32
50,1,34.4939
50,1,34.78
50,1,34.49
50,-1,34.7785
50,0,34.7604
50,0,35.0311
50,1,35.2695
50,0,34.8471
50,0,34.8
50,0,35.25
50,-1,35.2896
50,1,35.2482
50,-12,35.4864
50,-3,35.14
50,-1,35.3428
50,-1,34.8244
50,1,34.3801
50,-11,35.5382
50,1,34.5484
50,-10,35.5286
50,-1,34.2673
50,-3,35.11
50,-11,35.4312
50,0,32.8368
50,1,35.238
50,0,34.8547
50,-1,34.7539
50,-1,34.93
50,1,35.13
50,1,34.071
50,-1,35.31
50,1,34.158
50,1,34.703
50,0,34.74
50,1,34.82
50,1,35.052
50,0,35.137
50,0,35.19
50,-2,35.13
50,1,34.64
50,1,35.011
50,-3,35.06
50,1,34.57
50,1,33.754
50,1,35.09
50,1,35.072
50,1,34.77
50,0,35.29
50,1,34.397
50,1,35.22
50,0,34.86
50,1,35.131
50,0,35.29
50,0,34.84
50,1,34.8566
50,0,35.31
50,0,35.301
50,1,35.14
50,0,34.9748
50,1,34.937
50,1,35.292
50,0,35.339
50,1,35.002
50,1,34.5128
50,1,35.083
50,1,34.912
50,0,34.7949
50,1,34.82
50,0,34.8382
50,-7,35.2791
50,1,34.1486
50,1,35.06
50,1,34.5219
50,-1,34.99
50,-1,34.7518
50,-2,35.15
50,-1,35.2661
50,0,34.7764
50,1,33.3918
50,0,34.7807
50,-1,34.7482
50,1,34.98
50,-1,34.3079
50,1,35.0898
50,0,35.1651
50,1,34.901
50,-1,35.25
50,-1,35.11
50,1,34.2654
50,0,34.8092
50,1,34.8272
50,0,35.088
50,1,34.782
50,-11,35.4828
50,-1,35.04
50,1,34.889
50,-9,35.2803
50,0,35.104
50,1,34.85
50,1,34.74
50,-7,35.2368
50,1,35.066
50,2,34
50,-11,35.4847
50,1,34.803
50,2,34.05
51,1,34.49
51,1,34.5148
51,1,35.1
51,1,35.0968
51,-1,35.11
51,0,35.17
51,-1,35.01
51,0,35.01
51,0,35
51,1,34.84
51,1,34.84
51,0,35.27
51,-1,35
51,0,35.339
51,1,34.4815
51,-7,35.0994
51,1,35.16
51,1,34.3328
51,1,34.82
51,0,35.27
51,-8,35.1844
51,0,35.123
51,1,34.1499
51,1,35.332
51,1,35.16
51,-13,35.4569
51,0,35.01
51,0,35.27
51,1,35.066
51,1,34.2038
51,2,34.19
51,0,35.33
51,1,35.26
51,0,34.7959
51,1,35.3201
51,1,34.89
51,0,34.882
51,0,35.3002
51,0,35.23
51,-3,35.12
51,0,34.7921
51,-8,35.1183
51,1,34.69
51,-7,35.2827
51,1,34.197
51,-13,35.5316
51,2,34.27
51,0,35.114
51,1,34.7336
51,-1,35.19
51,1,34.844
51,0,35.323
51,-13,35.5323
51,1,34.45
51,-13,35.5313
51,1,34.961
51,0,35.065
51,2,34.18
51,2,33.65
51,1,35.147
51,-13,35.5126
51,2,34.092
51,1,34.95
51,1,35.27
51,2,33.69
51,-8,35.0794
51,-10,35.4366
51,-11,35.5117
51,-11,35.5214
51,1,35.062
51,1,34.8162
51,1,34.2528
51,-11,35.4833
51,-12,35.3692
51,-13,35.4587
51,1,35.0629
51,-2,34.01
51,-12,35.377
51,-12,35.3718
51,1,34.4975
51,1,34.82
51,-12,35.4225
51,0,35.21
51,-13,35.4412
51,-10,35.3182
51,-11,34.0648
51,-11,35.5131
51,1,35.139
51,0,35.06
51,0,35.03
51,-11,35.3706
51,1,34.5219
51,1,35.0376
51,0,35.04
51,1,35.17
51,2,33.855
51,2,33.435
51,1,35.25
51,2,34.36
51,-7,35.251
51,1,35.03
51,1,35.342
51,1,34.4216
51,1,34.491
51,1,35.15
51,2,34.283
51,1,34.724
51,-1,35.23
51,1,35.061
51,2,34.514
51,1,34.99
51,-7,34.8124
51,1,35.16
51,-13,35.5192
51,1,35.02
51,2,34.519
51,-2,34.32
51,2,33.3815
51,2,33.9722
51,2,34.158
51,-11,35.548
51,-11,35.5445
51,-11,35.4684
51,-11,35.5399
51,2,31.4432
51,-11,35.4813
51,-13,35.5064
51,-13,35.5087
51,1,34.419
51,-13,35.4875
51,-13,35.5082
51,-13,35.5025
51,2,34.49
51,-13,35.4851
51,1,35.02
51,-13,35.4948
51,-13,35.4885
51,-13,35.4892
51,1,35.2996
51,-11,35.2086
51,-11,35.4733
51,-9,35.1548
51,-7,35.0567
51,-1,35.2
51,-13,35.5202
51,1,35.35
51,-13,35.532
51,1,34.757
51,-7,35.1604
51,-7,35.0029
51,-6,35.1482
51,-7,35.0523
51,-8,35.0875
51,2,32.9368
51,-7,35.1085
51,-7,35.1364
51,-6,35.2456
51,2,33.8283
51,-13,35.4946
51,-13,35.5029
51,-8,35.0998
51,2,34.97
51,1,34.98
51,-2,34.76
51,-16,35.445
51,2,34.45
51,-14,35.4333
51,1,35.211
51,-12,35.505
51,-1,35.22
51,2,34.479
51,2,34.3343
51,2,34.393
51,2,34.1043
51,2,35.015
51,1,35.1238
51,2,34.965
51,1,34.2226
51,2,34.283
51,-13,35.5079
51,2,34.562
51,2,34.222
51,-14,35.4843
51,2,34.98
51,-14,35.4419
51,-14,35.4303
51,-13,35.5133
51,2,35.278
51,2,34.771
51,2,34.1298
51,-16,35.4987
51,-15,35.476
51,2,34.523
51,-7,34.7195
51,-7,35.028
51,-16,35.3675
51,-15,35.4873
51,-14,35.5065
51,2,34.746
51,2,34.1993
51,-11,35.4252
51,-11,35.3229
51,-11,35.1755
51,-10,35.1924
51,-14,35.4482
51,-15,35.4153
51,-14,35.4502
51,-14,35.4112
51,2,35.166
51,-10,34.8278
51,2,35.358
51,-11,33.7259
51,2,35.219
51,-6,34.6889
51,-12,35.4751
51,-12,35.3477
51,-11,35.4029
51,2,35.266
51,-11,34.9568
51,2,34.343
51,-11,35.4337
51,2,35.1945
51,-10,35.1591
51,2,34.244
51,-12,35.4698
51,2,35.262
51,2,35.061
51,2,35.07
51,2,35.09
51,-11,35.4161
51,-15,35.3923
51,-7,34.9976
51,-8,35.0525
51,-9,35.0857
51,-9,35.0291
51,-6,35.1495
51,2,34.607
51,-6,35.2243
51,-9,34.6691
51,-8,35.014
51,-7,35.0318
51,-7,35.0894
51,2,34.917
51,2,34.926
51,2,34.822
51,-12,35.4974
51,-12,35.4941
51,-12,35.5023
51,-12,35.5004
51,-12,35.4927
51,-12,35.4857
51,-12,35.4935
51,-12,35.4928
51,-12,35.4853
51,-12,35.4739
51,-12,35.4851
51,2,34.937
51,2,34.693
51,2,34.924
51,-7,34.9665
51,-14,35.5061
51,2,33.2591
51,3,
51,-15,35.471
51,2,35.0509
51,2,34.0424
51,3,32.6033
51,2,34.5709
51,-10,35.3785
51,-10,35.0594
51,-11,35.4527
51,-11,35.4518
51,-11,35.4613
51,-12,35.498
51,-12,35.5045
51,-10,34.8345
51,-12,35.5024
51,-12,35.4895
51,-12,35.4826
51,2,34.993
51,3,33.517
51,-12,35.5115
51,-12,35.5351
51,-12,35.5667
51,3,34.4905
51,2,34.77
51,-11,35.349
52,-10,35.2746
52,-10,34.9872
52,-10,34.7299
52,2,34.743
52,2,
52,-7,35.1199
52,3,33.2306
52,1,34.725
52,2,35.0244
52,-6,35.243
52,3,32.5706
52,-13,35.4276
52,2,35.279
52,-14,35.3718
52,2,34.9602
52,2,35.034
52,2,35.2251
52,2,34.5447
52,2,34.4171
52,3,33.2499
52,2,35.056
52,2,35.2009
52,-12,35.4839
52,-7,34.9399
52,2,34.6837
52,2,34.769
52,3,31.6655
52,-11,35.2208
52,-8,33.5211
52,3,33.4007
52,2,34.688
52,3,33.6701
52,3,
52,3,33.985
52,-7,35.096
52,-10,35.0789
52,3,35.013
52,-10,35.0075
52,2,34.4915
52,3,34.5
52,2,34.816
52,3,31.93
52,2,35.053
52,2,35.324
52,-6,35.1246
52,-14,35.4189
52,-15,35.2696
52,3,33.112
52,3,33.1907
52,2,34.998
52,2,35.067
52,3,35.018
52,2,35.038
52,-10,34.7505
52,2,34.866
52,-8,34.0868
52,-8,34.6523
52,-7,35.011
52,-7,34.6842
52,3,33.9453
52,2,34.947
52,-11,35.0389
52,3,34.5305
52,-7,35.0174
52,3,32.2977
52,3,33.6457
52,3,34.8665
52,3,32.525
52,-11,35.0517
52,2,35.2124
52,-13,35.4702
52,2,34.7159
52,-11,35.4954
52,-7,34.7603
52,3,33.3931
52,-13,35.4605
52,-12,35.4828
52,-12,35.3799
52,2,35.285
52,3,34.3378
52,3,32.1191
52,3,35.02
52,3,34.689
52,2,34.944
52,2,34.879
52,4,32.817
52,2,33.8944
52,2,
52,2,35.1
52,2,34.966
52,4,32.316
52,3,34.416
52,2,34.98
52,3,33.118
52,-11,35.3638
52,4,
52,4,33.7556
52,3,33.805
52,-11,35.254
52,-11,35.297
52,4,31.4804
52,-7,35.067
52,-7,34.8657
52,2,35.027
52,3,33.9928
52,-15,35.3412
52,-10,34.9623
52,-11,35.1779
52,4,34.0235
52,-11,35.0947
52,3,33.9377
52,-15,35.4731
52,2,
52,3,35.2992
52,3,34.6004
52,2,34.636
52,3,34.303
52,3,31.4111
52,3,34.9726
52,4,30.9835
52,2,34.5678
52,2,34.823
52,-11,34.7708
52,3,34.968
52,3,35.255
52,2,34.377
52,3,35.2619
52,3,34.9994
52,-12,35.5372
52,-11,35.1641
52,2,
52,4,26.6582
52,3,31.8647
52,-6,34.9921
52,-11,34.9994
52,-10,32.5381
52,4,34.494
52,-11,35.2147
52,2,35.042
52,-10,35.0026
52,-6,35.1262
52,-10,34.7217
52,-10,34.7312
52,-7,34.8875
52,-7,34.8049
52,-6,35.1631
52,-10,34.6745
52,-10,34.3104
52,-10,34.5719
52,-10,34.4547
52,-7,34.6222
52,-10,34.4153
52,-11,35.012
52,-10,34.4137
52,-10,32.5806
52,2,34.824
52,-10,33.9195
52,3,
52,3,
52,3,34.5568
52,3,35.006
52,3,35.073
52,2,34.4638
52,2,34.4623
52,-10,32.9689
52,3,34.888
52,4,32.083
52,-18,35.41
52,-13,35.4074
52,-15,35.3664
52,2,35.105
52,2,35.277
52,-13,35.4356
52,-15,35.3493
52,2,34.99
52,3,34.85
52,-13,35.4622
52,-7,34.4409
52,-11,35.3358
52,4,29.969
52,-14,35.4598
52,-15,35.4579
52,-16,35.283
52,2,35.048
52,4,33.309
52,-12,35.4481
52,-11,35.4461
52,-11,35.4426
52,-11,35.3121
52,4,34.532
52,-16,35.3437
52,-15,35.3728
52,-13,35.477
52,4,34.53
52,4,32.8681
52,-12,35.4565
52,-11,35.4638
52,-11,35.3609
52,-11,35.2838
52,2,34.856
52,3,35.062
52,2,35.058
52,4,34.787
52,4,30.544
52,4,25.2557
52,4,27.05
52,2,34.902
52,2,35.271
52,3,34.5683
52,4,25.9832
52,4,34.1847
52,3,34.5065
52,3,34.55
52,4,34.4888
52,3,34.6636
52,3,34.4896
52,4,30.7046
52,2,34.169
52,4,30.4462
52,-12,35.4701
52,2,34.4104
52,3,34.8278
52,4,34.063
52,4,33.802
52,2,34.147
52,2,35.179
52,4,34.4802
52,4,34.1689
52,4,33.279
52,4,31.193
52,3,34.837
52,2,33.593
52,2,34.376
52,4,32.78
52,2,35.294
52,3,35.047
52,-11,35.2339
52,3,35.124
52,4,28.012
52,4,34.6869
52,3,35.03
52,3,34.967
52,3,34.458
52,3,35.318
52,2,34.265
52,3,34.721
52,2,34.646
52,3,35.236
52,4,33.3129
52,4,33.347
52,3,35.342
52,-15,35.3293
52,2,33.609
52,-14,35.3536
52,4,31.5298
52,3,34.876
52,4,33.135
52,5,29.8784
52,3,34.997
52,2,34.472
52,4,32.3338
52,3,34.6106
52,4,35.1151
52,-15,35.4013
52,-16,35.4011
52,-14,35.4777
52,3,34.7538
52,4,34.4477
52,3,34.2614
52,4,35.074
52,4,28.6436
52,4,33.237
52,4,
52,3,34.3985
52,4,34.92
52,4,33.6849
52,-14,35.3173
52,3,34.7731
52,-14,35.3774
52,-14,35.3755
52,4,32.304
52,-14,35.3687
52,2,33.935
53,3,34.856
53,4,32.918
53,3,34.923
